,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
1381,Mitsubishi,15800.0,other,146,2.5,Diesel,yes,2013
1382,Volkswagen,19300.0,sedan,136,2.0,Diesel,yes,2011
1383,Renault,6450.0,van,148,1.5,Diesel,yes,2012
1384,Renault,4200.0,van,220,1.5,Diesel,yes,2004
1385,BMW,32000.0,crossover,52,3.0,Petrol,yes,2012
1386,Toyota,12500.0,sedan,110,2.4,Gas,yes,2007
1387,BMW,47900.0,crossover,178,4.0,Diesel,yes,2012
1388,Mercedes-Benz,21999.0,sedan,200,3.0,Diesel,yes,2008
1389,Toyota,7500.0,hatch,74,1.3,Petrol,yes,2008
1390,Mercedes-Benz,125000.0,sedan,17,3.0,Diesel,yes,2015
1391,BMW,30500.0,hatch,110,4.4,Petrol,yes,2008
1392,Volkswagen,17191.2,sedan,0,1.6,Petrol,yes,2016
1393,Mercedes-Benz,45555.0,sedan,42,3.0,Diesel,yes,2011
1394,BMW,15200.0,sedan,227,2.5,Petrol,yes,2008
1395,Volkswagen,7800.0,van,226,1.9,Diesel,yes,2005
1396,Volkswagen,22000.0,hatch,40,1.4,Petrol,yes,2013
1397,Mitsubishi,9300.0,crossover,156,2.4,Gas,yes,2006
1398,Mercedes-Benz,31900.0,sedan,97,2.2,Diesel,yes,2011
1399,Mercedes-Benz,9350.0,van,160,2.2,Diesel,yes,2008
1400,BMW,32500.0,sedan,134,2.0,Diesel,yes,2010
1401,Renault,10200.0,vagon,151,1.5,Diesel,yes,2011
1402,Toyota,8200.0,crossover,200,2.0,Gas,yes,2002
1403,Mercedes-Benz,7400.0,sedan,190,2.0,Petrol,yes,2002
1404,Mitsubishi,14200.0,crossover,155,3.0,Gas,yes,2007
1405,Volkswagen,24900.0,sedan,1,1.6,Diesel,yes,2016
1406,Mercedes-Benz,24300.0,sedan,150,3.5,Gas,yes,2008
1407,Volkswagen,9300.0,van,176,1.9,Diesel,yes,2005
1408,Volkswagen,21000.0,crossover,130,2.5,Diesel,yes,2008
1409,Audi,36000.0,crossover,145,3.0,Petrol,yes,2010
1410,Mitsubishi,22900.0,crossover,69,2.4,Petrol,yes,2014
1411,Mercedes-Benz,9900.0,sedan,275,2.2,Other,yes,2005
1412,Volkswagen,3950.0,hatch,288,1.8,Gas,yes,1996
1413,Toyota,28700.0,crossover,100,3.5,Petrol,yes,2012
1414,Volkswagen,16900.0,van,121,2.0,Diesel,yes,2014
1415,Mercedes-Benz,7300.0,sedan,245,2.8,Gas,yes,1998
1416,Mercedes-Benz,2200.0,sedan,400,2.0,Petrol,yes,1988
1417,Toyota,25500.0,other,103,3.5,Petrol,yes,2010
1418,Volkswagen,7650.0,other,260,2.0,Diesel,yes,2005
1419,Toyota,22800.0,other,55,2.5,Petrol,yes,2013
1420,Renault,8900.0,van,170,1.9,Diesel,yes,2005
1421,Renault,10990.0,sedan,118,2.0,Petrol,yes,2012
1422,Mercedes-Benz,107777.0,crossover,0,3.0,Diesel,yes,2016
1423,Toyota,17000.0,sedan,95,2.0,Gas,yes,2011
1424,Renault,999.0,sedan,430,2.0,Gas,yes,1988
1425,BMW,66500.0,crossover,0,2.0,Other,yes,2016
1426,Volkswagen,4300.0,vagon,289,2.0,Petrol,yes,1994
1427,BMW,3350.0,vagon,295,2.0,Diesel,no,2002
1428,Toyota,10400.0,sedan,87,1.6,Petrol,yes,2008
1429,BMW,22700.0,crossover,216,4.8,Petrol,yes,2007
1430,Renault,6700.0,van,102,1.5,Diesel,yes,2012
1431,Audi,3800.0,sedan,257,2.0,Petrol,yes,1993
1432,Volkswagen,10900.0,vagon,185,1.4,Petrol,yes,2011
1433,Mercedes-Benz,11000.0,van,300,2.2,Diesel,yes,2007
1434,Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015
1435,Mercedes-Benz,18900.0,sedan,232,3.0,Diesel,yes,2007
1436,BMW,25500.0,sedan,148,3.0,Diesel,yes,2007
1437,Renault,14500.0,sedan,98,1.5,Diesel,yes,2014
1438,BMW,7900.0,sedan,260,3.5,Petrol,yes,1997
1439,Audi,44800.0,crossover,95,3.0,Diesel,yes,2014
1440,Toyota,26200.0,other,73,2.5,Diesel,yes,2012
1441,BMW,14000.0,crossover,164,3.0,Diesel,no,2006
1442,Renault,7900.0,van,300,1.9,Diesel,yes,2006
1443,Volkswagen,10777.0,van,157,1.6,Diesel,yes,2012
1444,Renault,8300.0,van,217,1.9,Diesel,yes,2004
1445,Volkswagen,40000.0,sedan,1,1.4,Petrol,yes,2015
1446,Mercedes-Benz,16800.0,other,266,3.0,Diesel,yes,2007
1447,Audi,43000.0,crossover,1,2.0,Petrol,yes,2016
1448,Toyota,22900.0,sedan,60,2.5,Petrol,yes,2012
1449,Audi,10900.0,sedan,225,2.4,Petrol,yes,2005
1450,BMW,2550.0,sedan,280,1.6,Petrol,no,2000
1451,Mercedes-Benz,18700.0,other,142,2.2,Diesel,yes,2007
1452,Toyota,3800.0,sedan,220,1.6,Petrol,yes,1994
1453,Mercedes-Benz,7700.0,van,290,2.2,Diesel,yes,2004
1454,BMW,112000.0,sedan,16,3.0,Diesel,yes,2015
1455,Mercedes-Benz,2600.0,van,280,2.9,Diesel,no,1997
1456,Volkswagen,14900.0,vagon,165,1.4,Petrol,yes,2013
1457,Mitsubishi,11960.0,other,140,2.5,Diesel,yes,2007
1458,Mitsubishi,19800.0,crossover,130,2.5,Diesel,yes,2011
1459,Mercedes-Benz,12800.0,van,116,2.2,Diesel,yes,2012
1460,Mercedes-Benz,34000.0,sedan,69,2.0,Petrol,yes,2013
1461,Audi,29999.0,sedan,97,3.0,Petrol,yes,2011
1462,Mitsubishi,4900.0,vagon,250,2.5,Petrol,yes,2001
1463,BMW,12900.0,sedan,200,2.5,Petrol,yes,2006
1464,Mercedes-Benz,12600.0,sedan,300,2.7,Diesel,yes,2003
1465,Volkswagen,9800.0,other,117,1.6,Diesel,yes,2014
1466,Audi,3650.0,sedan,270,1.9,Diesel,yes,2002
1467,Volkswagen,37900.0,crossover,73,3.0,Diesel,yes,2012
1468,Volkswagen,17900.0,crossover,145,3.0,Diesel,yes,2007
1469,BMW,37500.0,crossover,110,4.4,Petrol,yes,2011
1470,BMW,27900.0,sedan,170,3.0,Petrol,yes,2011
1471,Volkswagen,10600.0,van,153,1.6,Diesel,yes,2012
1472,Mercedes-Benz,39900.0,crossover,127,5.5,Petrol,yes,2010
1473,Volkswagen,5200.0,van,260,1.9,Diesel,no,2005
1474,Volkswagen,16999.0,sedan,105,1.8,Petrol,yes,2011
1475,Renault,8400.0,van,260,1.9,Diesel,yes,2005
1476,Audi,30900.0,crossover,27,2.0,Petrol,yes,2011
1477,Mercedes-Benz,9500.0,van,248,2.2,Diesel,yes,2005
1478,Mitsubishi,12800.0,crossover,153,1.6,Gas,yes,2011
1479,BMW,48900.0,crossover,60,3.0,Diesel,yes,2011
1480,Renault,11600.0,vagon,165,1.5,Diesel,yes,2012
1481,Volkswagen,20200.0,hatch,22,1.2,Petrol,yes,2014
1482,Mercedes-Benz,12700.0,hatch,140,1.7,Gas,yes,2007
1483,Toyota,17835.0,crossover,240,2.7,Gas,yes,2007
1484,Mercedes-Benz,30900.0,sedan,71,2.2,Diesel,yes,2012
1485,Renault,9500.0,sedan,88,1.6,Gas,yes,2012
1486,Volkswagen,11500.0,van,192,1.9,Diesel,yes,2008
1487,Renault,18932.55,hatch,0,1.5,Diesel,yes,2016
1488,Renault,11700.0,vagon,155,1.5,Diesel,yes,2012
1489,Renault,9900.0,crossover,201,1.9,Diesel,yes,2006
1490,Mercedes-Benz,19500.0,sedan,180,3.0,Diesel,yes,2008
1491,Audi,3400.0,vagon,261,2.5,Diesel,no,2004
1492,Volkswagen,8200.0,other,102,1.6,Diesel,yes,2012
1493,Toyota,15600.0,sedan,165,3.5,Gas,yes,2008
1494,Toyota,47500.0,crossover,45,3.0,Diesel,yes,2014
1495,Audi,33900.0,sedan,58,2.0,Petrol,yes,2014
1496,Toyota,97500.0,crossover,2,4.6,Petrol,yes,2016
1497,Renault,15000.0,sedan,21,1.5,Diesel,yes,2014
1498,Toyota,28999.0,sedan,86,3.5,Petrol,yes,2013
1499,Audi,15000.0,hatch,66,1.2,Petrol,yes,2011
1500,Toyota,36000.0,crossover,66,3.0,Diesel,yes,2010
1501,Toyota,19500.0,crossover,150,4.0,Petrol,yes,2005
1502,Mercedes-Benz,5000.0,sedan,350,1.8,Other,yes,1995
1503,Mercedes-Benz,17800.0,sedan,73,3.0,Petrol,yes,2008
1504,Mercedes-Benz,5000.0,sedan,215,2.6,Gas,yes,1992
1505,Renault,3100.0,hatch,275,1.2,Petrol,yes,1991
1506,Renault,1200.0,sedan,240,1.7,Gas,yes,1988
1507,BMW,3800.0,sedan,100,1.8,Petrol,yes,1992
1508,Renault,1999.0,vagon,260,1.9,Diesel,no,2001
1509,Mercedes-Benz,8800.0,sedan,330,5.0,Petrol,yes,2000
1510,Renault,8800.0,van,250,1.9,Diesel,yes,2006
1511,Mercedes-Benz,15300.0,other,168,3.2,Petrol,yes,2003
1512,BMW,39900.0,sedan,5,2.0,Petrol,yes,2016
1513,Renault,7400.0,van,181,2.0,Diesel,yes,2007
1514,Volkswagen,28000.0,van,163,2.0,Diesel,yes,2010
1515,Volkswagen,12300.0,van,182,2.0,Diesel,yes,2011
1516,Renault,3600.0,sedan,101,2.0,Petrol,yes,1997
1517,Toyota,8450.0,sedan,193,1.6,Gas,yes,2007
1518,Volkswagen,2500.0,hatch,297,1.6,Petrol,yes,1995
1519,Toyota,9950.0,sedan,106,1.6,Gas,yes,2008
1520,Mercedes-Benz,23200.0,sedan,58,1.8,Petrol,yes,2010
1521,Toyota,10500.0,sedan,124,1.8,Petrol,yes,2008
1522,Mercedes-Benz,11200.0,sedan,280,2.2,Diesel,yes,2005
1523,Volkswagen,9750.0,van,1,1.9,Diesel,yes,2004
1524,Toyota,20800.0,crossover,70,2.7,Petrol,yes,2008
1525,Audi,33500.0,hatch,35,1.8,Petrol,yes,2014
1526,Volkswagen,10000.0,sedan,66,1.6,Petrol,yes,2011
1527,Mitsubishi,2199.0,hatch,400,1.8,Other,yes,1991
1528,Audi,16800.0,hatch,47,1.2,Petrol,yes,2013
1529,Mercedes-Benz,25500.0,crossover,200,4.0,Diesel,yes,2007
1530,Audi,2099.0,sedan,314,1.9,Diesel,no,1996
1531,Toyota,20000.0,crossover,250,4.2,Diesel,yes,2000
1532,Volkswagen,7400.0,van,380,2.5,Diesel,yes,2000
1533,BMW,16500.0,sedan,150,2.5,Petrol,yes,2005
1534,Mercedes-Benz,43500.0,other,51,3.0,Diesel,yes,2014
1535,Volkswagen,3100.0,hatch,118,1.8,Gas,yes,1993
1536,Mercedes-Benz,12100.0,sedan,310,2.2,Diesel,yes,2005
1537,Mercedes-Benz,12000.0,van,230,2.2,Diesel,yes,2008
1538,Mitsubishi,33000.0,other,0,2.4,Diesel,yes,2016
1539,Renault,15672.15,van,0,1.5,Diesel,yes,2016
1540,Renault,6600.0,van,134,1.5,Diesel,yes,2011
1541,Renault,12800.0,vagon,127,1.5,Diesel,yes,2011
1542,Renault,7200.0,van,73,1.5,Diesel,yes,2012
1543,BMW,21000.0,hatch,79,1.6,Petrol,yes,2013
1544,Mitsubishi,5900.0,hatch,92,1.6,Petrol,yes,2003
1545,Volkswagen,9500.0,van,205,2.0,Petrol,yes,2006
1546,Renault,2100.0,van,270,1.9,Diesel,no,2002
1547,Toyota,8100.0,hatch,91,1.6,Petrol,yes,2007
1548,Mercedes-Benz,60000.0,crossover,140,5.5,Gas,yes,2008
1549,BMW,2899.0,sedan,260,2.0,Diesel,no,2000
1550,BMW,73900.0,sedan,57,4.4,Petrol,yes,2013
1551,BMW,3400.0,vagon,191,2.0,Diesel,no,2002
1552,BMW,26500.0,sedan,70,3.0,Petrol,yes,2008
1553,Mitsubishi,5800.0,sedan,186,1.6,Petrol,yes,2006
1554,BMW,9999.0,sedan,200,1.8,Petrol,yes,2004
1555,Volkswagen,12999.0,vagon,95,1.6,Diesel,yes,2010
1556,Mercedes-Benz,75500.0,van,14,2.2,Diesel,yes,2015
1557,BMW,2499.0,sedan,210,1.8,Petrol,no,2000
1558,Volkswagen,3500.0,hatch,201,1.9,Diesel,no,2002
1559,Volkswagen,10000.0,van,283,2.5,Diesel,yes,2005
1560,Mitsubishi,7000.0,sedan,133,1.6,Petrol,yes,2008
1561,Volkswagen,35999.0,crossover,84,3.0,Diesel,yes,2011
1562,Mitsubishi,2900.0,sedan,350,1.6,Petrol,yes,1994
1563,Volkswagen,32400.0,crossover,50,2.0,Diesel,yes,2014
1564,Mitsubishi,15000.0,crossover,95,2.5,Diesel,yes,2008
1565,Mitsubishi,7300.0,sedan,145,1.6,Petrol,yes,2008
1566,Toyota,30500.0,sedan,7,2.5,Gas,yes,2015
1567,BMW,6300.0,sedan,270,3.5,Petrol,yes,1998
1568,BMW,23500.0,crossover,180,4.8,Petrol,yes,2008
1569,Volkswagen,10400.0,sedan,87,1.6,Petrol,yes,2011
1570,Volkswagen,22600.0,crossover,187,3.0,Diesel,yes,2008
1571,Volkswagen,8900.0,hatch,128,1.4,Petrol,yes,2010
1572,Audi,8400.0,sedan,260,1.8,Gas,yes,2003
1573,Toyota,13300.0,sedan,158,2.0,Gas,yes,2009
1574,Mercedes-Benz,16500.0,van,152,2.2,Diesel,yes,2012
1575,Renault,4200.0,vagon,180,1.4,Petrol,yes,2000
1576,Volkswagen,18999.0,sedan,122,1.8,Petrol,yes,2012
1577,Mitsubishi,12400.0,sedan,52,1.6,Petrol,yes,2013
1578,Mitsubishi,3950.0,other,280,2.5,Diesel,no,1994
1579,Toyota,13850.0,hatch,24,1.6,Other,yes,2010
1580,Mitsubishi,5999.0,hatch,108,1.3,Petrol,yes,2006
1581,BMW,5400.0,sedan,404,2.5,Petrol,yes,1992
1582,Mercedes-Benz,28500.0,hatch,15,1.8,Diesel,yes,2014
1583,Mercedes-Benz,46900.0,other,10,2.2,Diesel,yes,2012
1584,Renault,12000.0,sedan,81,2.0,Petrol,yes,2012
1585,Volkswagen,29040.0,sedan,0,1.4,Petrol,yes,2015
1586,Audi,9800.0,hatch,165,1.6,Gas,yes,2006
1587,BMW,7000.0,sedan,400,2.8,Petrol,yes,1998
1588,Volkswagen,12800.0,van,230,2.0,Diesel,yes,2011
1589,BMW,8500.0,sedan,365,3.0,Diesel,yes,2001
1590,Toyota,3650.0,hatch,260,1.3,Petrol,yes,1996
1591,Volkswagen,11500.0,other,51,1.6,Petrol,yes,2013
1592,Volkswagen,9800.0,van,130,1.6,Diesel,yes,2012
1593,Renault,2350.0,van,380,1.9,Diesel,no,2003
1594,Audi,21800.0,vagon,172,2.0,Diesel,yes,2011
1595,Volkswagen,20300.0,crossover,139,3.0,Diesel,yes,2008
1596,Mercedes-Benz,11800.0,sedan,167,3.2,Diesel,yes,2003
1597,Renault,8400.0,van,248,2.5,Diesel,yes,2005
1598,Mercedes-Benz,81500.0,sedan,1,3.0,Diesel,yes,2016
1599,Toyota,14900.0,other,175,3.5,Gas,yes,2008
1600,Mitsubishi,7500.0,sedan,79,1.6,Gas,yes,2008
1601,Volkswagen,9400.0,hatch,187,1.6,Petrol,yes,2008
1602,Renault,8700.0,hatch,21,1.6,Petrol,yes,2011
1603,Volkswagen,13700.0,sedan,134,2.0,Diesel,yes,2012
1604,Audi,4000.0,sedan,263,1.9,Diesel,yes,1996
1605,Volkswagen,8950.0,van,206,1.6,Diesel,yes,2012
1606,Audi,4299.0,sedan,307,2.8,Gas,yes,1991
1607,Toyota,36500.0,crossover,2,3.0,Diesel,yes,2014
1608,Mercedes-Benz,7600.0,van,315,2.9,Diesel,yes,1996
1609,Mitsubishi,9200.0,crossover,110,2.4,Petrol,yes,2006
1610,Mercedes-Benz,13000.0,sedan,191,1.8,Petrol,yes,2005
1611,Toyota,24000.0,crossover,132,4.0,Petrol,yes,2008
1612,Mercedes-Benz,20900.0,other,250,3.2,Diesel,yes,2007
1613,BMW,18500.0,sedan,79,3.0,Diesel,no,2012
1614,Mercedes-Benz,2000.0,sedan,270,2.9,Diesel,no,1996
1615,Audi,2400.0,sedan,310,2.0,Diesel,yes,1989
1616,Renault,12399.0,van,177,2.0,Diesel,yes,2009
1617,Toyota,15200.0,crossover,208,2.0,Petrol,yes,2006
1618,Audi,23800.0,crossover,205,4.2,Gas,yes,2007
1619,Volkswagen,3000.0,vagon,275,1.9,Diesel,no,2001
1620,Mercedes-Benz,4000.0,sedan,300,1.8,Petrol,yes,1996
1621,Renault,7000.0,vagon,231,1.6,Petrol,yes,2008
1622,Volkswagen,17900.0,van,92,1.4,Petrol,yes,2012
1623,Audi,3400.0,vagon,223,2.5,Diesel,no,2001
1624,BMW,7000.0,sedan,227,3.0,Diesel,no,2004
1625,Audi,98000.0,other,12,5.2,Petrol,yes,2012
1626,Volkswagen,12650.0,van,167,2.0,Diesel,yes,2011
1627,Volkswagen,39040.0,sedan,0,2.0,Diesel,yes,2014
1628,BMW,25500.0,crossover,187,4.8,Gas,yes,2007
1629,Volkswagen,9000.0,sedan,130,1.6,Petrol,yes,2012
1630,BMW,47300.0,crossover,10,2.0,Diesel,yes,2016
1631,Renault,11500.0,van,177,2.0,Diesel,yes,2008
1632,Mitsubishi,19000.0,crossover,47,2.0,Petrol,yes,2012
1633,Mercedes-Benz,18500.0,crossover,1,3.5,Gas,yes,2006
1634,Volkswagen,7170.0,van,176,2.0,Diesel,yes,2005
1635,Mercedes-Benz,28000.0,other,250,3.0,Diesel,yes,2008
1636,Audi,28500.0,sedan,74,1.8,Petrol,yes,2012
1637,Volkswagen,25500.0,other,52,2.0,Petrol,yes,2012
1638,Mitsubishi,10999.0,other,281,3.0,Gas,yes,2003
1639,Mercedes-Benz,42500.0,sedan,100,5.5,Petrol,yes,2011
1640,Toyota,16800.0,crossover,165,2.7,Petrol,yes,2005
1641,Volkswagen,17900.0,vagon,115,1.8,Petrol,yes,2012
1642,BMW,19900.0,other,218,3.0,Petrol,yes,2007
1643,Volkswagen,8750.0,van,200,2.5,Diesel,yes,2006
1644,Mercedes-Benz,111999.0,crossover,0,3.0,Diesel,yes,2016
1645,BMW,9500.0,sedan,217,2.2,Petrol,yes,2002
1646,Toyota,7500.0,hatch,98,1.3,Other,yes,2006
1647,Mercedes-Benz,32500.0,crossover,254,3.2,Diesel,yes,2008
1648,Audi,3700.0,vagon,273,2.5,Diesel,no,2003
1649,Mitsubishi,8500.0,other,135,1.5,Gas,yes,2008
1650,Mercedes-Benz,109900.0,sedan,40,3.0,Diesel,yes,2014
1651,Mercedes-Benz,39900.0,other,88,6.2,Petrol,yes,2008
1652,Mercedes-Benz,4700.0,sedan,260,2.7,Diesel,no,2002
1653,Audi,13200.0,vagon,182,2.7,Gas,yes,2003
1654,Renault,6700.0,van,216,1.5,Diesel,yes,2010
1655,Volkswagen,23000.0,sedan,80,2.0,Other,yes,2011
1656,Volkswagen,6400.0,van,181,2.0,Diesel,yes,2008
1657,Mercedes-Benz,97555.0,van,0,2.5,Diesel,yes,2016
1658,Audi,7900.0,sedan,242,2.0,Petrol,yes,2002
1659,Mercedes-Benz,5300.0,sedan,380,3.0,Diesel,yes,1995
1660,Toyota,24171.42,sedan,1,2.5,Petrol,yes,2016
1661,Audi,23400.0,sedan,112,2.0,Diesel,yes,2012
1662,Toyota,10500.0,sedan,185,1.6,Petrol,yes,2008
1663,Mercedes-Benz,4900.0,van,262,2.3,Diesel,yes,1998
1664,BMW,16300.0,crossover,258,4.4,Petrol,yes,2005
1665,Renault,1300.0,van,265,1.9,Diesel,no,1999
1666,Mercedes-Benz,6700.0,van,1,2.2,Diesel,yes,2004
1667,Renault,2850.0,hatch,315,2.2,Diesel,no,2003
1668,Mercedes-Benz,109999.0,crossover,0,2.98,Diesel,yes,2016
1669,Audi,3650.0,sedan,240,2.5,Diesel,no,2000
1670,Volkswagen,4100.0,vagon,350,1.9,Diesel,yes,2003
1671,Mercedes-Benz,9300.0,van,159,2.2,Diesel,yes,2010
1672,BMW,18500.0,crossover,250,4.4,Gas,yes,2005
1673,Mercedes-Benz,7600.0,sedan,384,2.8,Petrol,yes,2000
1674,Mitsubishi,7300.0,sedan,112,1.6,Petrol,yes,2008
1675,Renault,6700.0,van,220,2.0,Other,yes,2007
1676,Toyota,14400.0,sedan,80,2.4,Petrol,yes,2008
1677,Toyota,10600.0,sedan,204,1.8,Other,yes,2008
1678,Renault,10000.0,vagon,234,2.0,Diesel,yes,2008
1679,Toyota,12999.0,sedan,160,3.5,Gas,yes,2007
1680,Renault,6800.0,van,168,1.5,Diesel,yes,2012
1681,Volkswagen,15850.0,crossover,98,2.0,Diesel,yes,2008
1682,Renault,6000.0,van,162,1.4,Petrol,yes,2007
1683,Volkswagen,44700.0,van,120,3.5,Petrol,yes,2013
1684,Renault,5600.0,vagon,117,1.5,Diesel,yes,2008
1685,Mercedes-Benz,21500.0,sedan,159,1.8,Gas,yes,2012
1686,Renault,7600.0,van,183,1.9,Diesel,yes,2006
1687,Volkswagen,9000.0,hatch,120,1.2,Diesel,yes,2012
1688,BMW,35500.0,sedan,235,3.0,Diesel,yes,2010
1689,Mitsubishi,5500.0,sedan,165,1.6,Petrol,yes,2006
1690,Mercedes-Benz,32500.0,crossover,168,3.2,Diesel,yes,2009
1691,BMW,18000.0,sedan,245,2.5,Petrol,yes,2007
1692,Mercedes-Benz,18000.0,van,147,2.2,Diesel,yes,2013
1693,Renault,10999.0,vagon,216,1.5,Diesel,yes,2012
1694,Mercedes-Benz,22700.0,sedan,140,5.0,Petrol,yes,2007
1695,Toyota,23500.0,sedan,75,2.5,Gas,yes,2011
1696,Mercedes-Benz,10000.0,other,275,2.15,Diesel,yes,2006
1697,Volkswagen,7700.0,van,157,1.9,Diesel,yes,2006
1698,Volkswagen,10900.0,van,185,1.9,Diesel,yes,2009
1699,Audi,12999.0,vagon,225,2.5,Diesel,yes,2004
1700,BMW,67500.0,crossover,1,2.0,Diesel,yes,2016
1701,Volkswagen,6800.0,van,325,2.5,Diesel,yes,2001
1702,Mitsubishi,4950.0,sedan,256,2.0,Petrol,yes,1997
1703,Renault,6999.0,sedan,65,1.4,Petrol,yes,2012
1704,Volkswagen,29800.0,hatch,0,2.0,Diesel,yes,2015
1705,Mercedes-Benz,16500.0,van,386,2.2,Diesel,yes,2006
1706,BMW,6500.0,sedan,320,3.0,Gas,yes,2000
1707,Renault,9999.0,vagon,100,1.5,Diesel,yes,2010
1708,Volkswagen,8500.0,vagon,200,1.9,Diesel,yes,2003
1709,Toyota,5750.0,hatch,160,1.0,Petrol,yes,2006
1710,BMW,4950.0,sedan,1,3.0,Petrol,yes,1996
1711,BMW,19900.0,other,129,2.0,Petrol,yes,2008
1712,Mitsubishi,15900.0,crossover,180,3.0,Gas,yes,2008
1713,Toyota,13500.0,crossover,131,2.4,Gas,yes,2006
1714,Volkswagen,18950.0,crossover,149,3.0,Diesel,yes,2008
1715,BMW,75555.0,sedan,30,4.4,Petrol,yes,2014
1716,Volkswagen,3650.0,sedan,197,2.0,Petrol,yes,1996
1717,Volkswagen,16000.0,crossover,90,2.0,Petrol,yes,2011
1718,Toyota,21600.0,sedan,66,2.5,Petrol,yes,2011
1719,Toyota,9500.0,hatch,103,1.6,Petrol,yes,2008
1720,Audi,51500.0,crossover,28,3.0,Diesel,yes,2014
1721,Volkswagen,5000.0,van,400,2.4,Diesel,yes,1993
1722,Volkswagen,27000.0,other,90,2.0,Diesel,yes,2014
1723,Renault,10900.0,other,189,2.0,Diesel,yes,2012
1724,BMW,37700.0,crossover,108,3.0,Petrol,yes,2011
1725,Renault,6299.0,van,66,1.5,Diesel,yes,2012
1726,Mercedes-Benz,39900.0,sedan,29,6.3,Petrol,yes,2007
1727,BMW,26900.0,crossover,140,4.8,Petrol,yes,2009
1728,Audi,8999.0,vagon,190,2.7,Gas,yes,2004
1729,Mercedes-Benz,20400.0,sedan,190,1.8,Gas,yes,2011
1730,Volkswagen,16200.0,sedan,116,2.0,Diesel,yes,2011
1731,Mitsubishi,5700.0,other,230,2.0,Petrol,yes,2003
1732,BMW,9500.0,sedan,315,2.5,Diesel,yes,2001
1733,BMW,25999.0,sedan,80,2.0,Petrol,yes,2012
1734,Audi,28950.0,crossover,60,2.0,Petrol,yes,2012
1735,Audi,6499.0,sedan,270,4.2,Petrol,yes,2000
1736,Audi,3500.0,sedan,35,1.8,Gas,yes,1990
1737,Renault,7450.0,hatch,68,1.2,Petrol,yes,2009
1738,Mercedes-Benz,10500.0,sedan,266,5.0,Gas,yes,2004
1739,BMW,31111.0,sedan,117,4.4,Petrol,yes,2010
1740,Toyota,27000.0,other,192,3.0,Diesel,yes,2007
1741,Toyota,26250.0,sedan,17,2.5,Petrol,yes,2015
1742,Mercedes-Benz,7300.0,van,245,2.2,Diesel,yes,2002
1743,Renault,11400.0,van,122,2.0,Diesel,yes,2013
1744,Volkswagen,2200.0,sedan,279,1.9,Diesel,no,2000
1745,Toyota,10500.0,van,200,2.7,Gas,yes,2005
1746,Toyota,10500.0,crossover,200,4.5,Gas,yes,1996
1747,Volkswagen,10974.21,sedan,1,1.6,Petrol,yes,2015
1748,Volkswagen,11500.0,sedan,119,2.0,Diesel,yes,2007
1749,BMW,42000.0,sedan,59,4.4,Petrol,yes,2009
1750,Mercedes-Benz,17990.0,crossover,230,3.0,Diesel,yes,2007
1751,Audi,2500.0,vagon,300,2.5,Diesel,no,2002
1752,Audi,16500.0,sedan,136,3.2,Petrol,yes,2007
1753,Audi,47000.0,crossover,64,3.0,Diesel,yes,2013
1754,Mitsubishi,5300.0,hatch,240,1.8,Petrol,yes,2000
1755,Toyota,41900.0,van,0,2.5,Diesel,yes,2016
1756,BMW,7000.0,other,226,2.5,Petrol,yes,1999
1757,Mercedes-Benz,26600.0,van,122,3.0,Diesel,yes,2012
1758,Mitsubishi,6500.0,sedan,133,1.6,Petrol,yes,2007
1759,Volkswagen,9600.0,sedan,185,1.6,Gas,yes,2008
1760,Mitsubishi,3200.0,sedan,106,2.0,Gas,yes,1997
1761,Mercedes-Benz,11200.0,other,198,6.0,Petrol,yes,2004
1762,Mitsubishi,7900.0,crossover,143,2.0,Gas,yes,2007
1763,Audi,29602.95,sedan,1,1.4,Petrol,yes,2016
1764,Mercedes-Benz,8950.0,sedan,154,3.5,Gas,no,2005
1765,Renault,8700.0,vagon,123,1.5,Diesel,yes,2009
1766,Toyota,12900.0,sedan,177,2.4,Gas,yes,2009
1767,Renault,10600.0,vagon,113,1.5,Diesel,yes,2011
1768,Toyota,8500.0,hatch,93,1.6,Petrol,yes,2007
1769,Toyota,14900.0,hatch,100,1.8,Other,yes,2010
1770,Mitsubishi,2500.0,other,350,1.8,Petrol,yes,1990
1771,Audi,34000.0,crossover,118,2.0,Diesel,yes,2013
1772,Mercedes-Benz,39000.0,crossover,195,5.0,Gas,yes,2002
1773,Mercedes-Benz,10500.0,sedan,285,1.8,Gas,yes,2003
1774,Mitsubishi,2600.0,vagon,93,2.5,Petrol,no,1997
1775,BMW,4800.0,sedan,111,2.5,Gas,yes,1991
1776,Volkswagen,7800.0,van,352,2.5,Diesel,yes,2001
1777,Mercedes-Benz,99999.0,crossover,0,3.0,Petrol,yes,2016
1778,Toyota,15300.0,crossover,130,2.0,Petrol,yes,2008
1779,Toyota,8500.0,hatch,55,1.0,Petrol,yes,2011
1780,Renault,3000.0,van,217,1.4,Petrol,yes,2004
1781,BMW,5000.0,sedan,400,2.0,Petrol,yes,1991
1782,Renault,11403.99,sedan,0,1.2,Petrol,yes,2016
1783,BMW,59900.0,crossover,30,2.0,Diesel,yes,2016
1784,Volkswagen,5400.0,hatch,320,1.4,Petrol,yes,2002
